,Datetime,ScripName,V15D_SD,V30D_SD,V45D_SD,R03D_DR,R15D_DR,R30D_DR,R45D_DR,K,D,oversold,overbought,weighted_vol,weighted_daily_return,stochastic_signal
21,2024-12-27,SHRIRAMFIN,0.019835053565465808,0.018448106335572326,0.019271781302266366,0.002171519401471383,-0.004140807202334198,-0.0011082310568579408,-0.0033662678876337534,19.63674961670009,12.721625977906202,1,0,0.019445009666847222,-0.00030067473986611175,1
22,2024-12-27,KOTAKBANK,0.008874324518943573,0.008836183242375525,0.00864702958617657,0.0005412510254842999,0.0012506001610153362,0.001172132707069325,0.0008596388558870717,24.419334588826143,19.732161540071154,0,0,0.008821237277076564,0.0008411359719477893,0
23,2024-12-27,HDFCBANK,0.006520920000659608,0.008669568347300077,0.01095697093889961,-0.0013126523430168242,-0.0008173813653507384,-0.00017404769357278312,0.00022889224817858577,20.98273572377161,26.176774383945673,0,0,0.007837859857635703,-0.0008317227584752579,0
24,2024-12-27,AXISBANK,0.010659301036826116,0.009084965036772816,0.01081203831633445,-0.0013512375751479025,-0.002908255195282469,-0.001562100177705765,-0.0016582468235345064,9.080325960419133,10.283275126115717,1,0,0.010374981292717123,-0.0017355145445250488,0
25,2024-12-27,NTPC,0.009189902741209361,0.013910429624174296,0.013781382855226794,-0.0013383751298221586,-0.0068343830446599115,-0.006595655078281828,-0.006818923170333189,9.696261682242936,9.266104523427169,1,0,0.011052304140605835,-0.004037087506532746,1
26,2024-12-27,TECHM,0.01462780263419635,0.014535467394271178,0.01551817802885882,-0.003313075861808719,-0.0020739058082927197,0.0006750301278610828,-6.543189665636921e-05,14.576802507837082,19.775339602925907,1,0,0.01478741066514381,-0.0019428562566563235,0
27,2024-12-27,SBILIFE,0.009752478781915472,0.014111215844460902,0.015643316288525395,-0.0032906349311667056,-0.0001731875894128867,-0.0031747582770099217,-0.004447831246714638,29.513564078578042,21.46866230121607,0,0,0.011802393695746543,-0.0027596897635393785,0
28,2024-12-27,CIPLA,0.015845010858011536,0.014576460612535456,0.01359047848575927,0.007182752456385562,-0.0011590187883870192,-0.001030879261771552,-0.002935813731400904,74.6226942425936,59.653079708575994,0,0,0.015140394334465866,0.0028598152450209765,0
29,2024-12-27,GRASIM,0.012339405816943568,0.013857004525361382,0.014617982010392876,-0.003249361609432573,-0.005192696359745471,5.032559843393213e-05,-0.0011145647610073227,3.8585858585859323,10.282258278321269,1,0,0.013098640797316992,-0.0027646114330793265,0
30,2024-12-27,HINDUNILVR,0.010433259420163052,0.011669347903635751,0.01339074356684708,0.0008500528360519862,-0.002349674832975686,-0.0014635882031977985,-0.0027479443004833327,9.692605926336185,10.565036351749159,1,0,0.011271973946194397,-0.0006124206192570372,0
