,Unnamed: 0,Datetime,Open,High,Low,Close,Volume,ScripName,ScripCode,n_high,n_low,K,D,overbought_K,overbought_D,oversold_K,oversold_D,overbought,oversold,signal,signal_sanitized
146,146,2022-08-03T00:00:00,3404.0,3448.0,3371.25,3439.65,1169005,ASIANPAINT,236,3448.0,2940.45,98.3548418874988,96.57610527393115,1,1,0,0,1,0,0.0,1
147,147,2022-08-04T00:00:00,3455.0,3476.95,3410.9,3460.5,981434,ASIANPAINT,236,3476.95,2978.15,96.70208500400966,97.7700673335596,1,1,0,0,1,0,-0.0,1
148,148,2022-08-05T00:00:00,3475.0,3491.95,3451.55,3473.9,792478,ASIANPAINT,236,3491.95,2978.15,96.48695990657849,97.18129559936231,1,1,0,0,1,0,-0.0,1
149,149,2022-08-08T00:00:00,3465.0,3476.95,3436.55,3458.45,724644,ASIANPAINT,236,3491.95,2981.0,93.44358547803112,95.54421012953976,1,1,0,0,1,0,-0.0,1
150,150,2022-08-10T00:00:00,3441.0,3449.85,3396.0,3411.65,1089295,ASIANPAINT,236,3491.95,2981.0,84.28417653390747,91.40490730617235,1,1,0,0,1,0,-0.0,1
151,151,2022-08-11T00:00:00,3450.0,3477.95,3390.0,3405.2,1410533,ASIANPAINT,236,3491.95,3048.0,80.45951120621692,86.06242440605183,1,1,0,0,1,0,-0.0,1
152,152,2022-08-12T00:00:00,3399.0,3434.8,3383.0,3427.85,548472,ASIANPAINT,236,3491.95,3051.65,85.4417442652737,83.39514400179935,1,1,0,0,1,0,0.0,1
153,153,2022-08-16T00:00:00,3470.0,3509.45,3455.3,3501.0,911189,ASIANPAINT,236,3509.45,3053.0,98.14875670938771,88.01667072695945,1,1,0,0,1,0,0.0,1
154,154,2022-08-17T00:00:00,3517.95,3545.65,3504.6,3523.7,817912,ASIANPAINT,236,3545.65,3096.0,95.1184254420104,92.90297547222394,1,1,0,0,1,0,0.0,1
155,155,2022-08-18T00:00:00,3525.0,3542.7,3515.55,3535.35,599877,ASIANPAINT,236,3545.65,3182.0,97.1676062147669,96.81159612205501,1,1,0,0,1,0,0.0,1
156,156,2022-08-19T00:00:00,3520.0,3538.5,3464.0,3482.55,581829,ASIANPAINT,236,3545.65,3275.0,76.68575651210054,89.65726272295929,0,1,0,0,0,0,-0.0,1
157,157,2022-08-22T00:00:00,3462.1,3485.55,3333.2,3349.75,2336567,ASIANPAINT,236,3545.65,3314.5,15.249837767683317,63.03440016485026,0,0,1,0,0,0,-0.0,1
158,158,2022-08-23T00:00:00,3333.0,3383.95,3316.85,3356.6,831446,ASIANPAINT,236,3545.65,3316.85,17.373251748251736,36.4362820093452,0,0,1,0,0,0,-0.0,1
159,159,2022-08-24T00:00:00,3339.6,3385.0,3302.0,3378.85,1182154,ASIANPAINT,236,3545.65,3302.0,31.541145085163095,21.388078200366053,0,0,0,0,0,0,0.0,1
160,160,2022-08-25T00:00:00,3375.0,3405.15,3351.2,3362.5,615392,ASIANPAINT,236,3545.65,3302.0,24.830699774266357,24.58169886922707,0,0,0,0,0,0,0.0,1
161,161,2022-08-26T00:00:00,3379.35,3384.5,3305.65,3323.55,1384783,ASIANPAINT,236,3545.65,3302.0,8.844654217114785,21.73883302551475,0,0,1,0,0,0,-0.0,1
162,162,2022-08-29T00:00:00,3247.0,3348.35,3236.7,3343.25,1031166,ASIANPAINT,236,3545.65,3236.7,34.48778119436805,22.721045061916403,0,0,0,0,0,0,0.0,1
163,163,2022-08-30T00:00:00,3331.0,3409.75,3331.0,3391.6,1426459,ASIANPAINT,236,3545.65,3236.7,50.13756271241299,31.15666604129861,0,0,0,0,0,0,0.0,1
164,164,2022-09-01T00:00:00,3315.0,3474.4,3315.0,3446.55,1417762,ASIANPAINT,236,3545.65,3236.7,67.92361223498953,50.84965204725686,0,0,0,0,0,0,0.0,1
165,165,2022-09-02T00:00:00,3489.0,3489.0,3425.0,3431.05,740821,ASIANPAINT,236,3545.65,3236.7,62.9066191940444,60.32259804714898,0,0,0,0,0,0,0.0,1
166,166,2022-09-05T00:00:00,3425.05,3450.0,3405.55,3424.8,518438,ASIANPAINT,236,3545.65,3236.7,60.88363812914717,63.90462318606038,0,0,0,0,0,0,-0.0,1
167,167,2022-09-06T00:00:00,3420.0,3434.55,3384.0,3395.25,540937,ASIANPAINT,236,3545.65,3236.7,51.31898365431301,58.36974699250154,0,0,0,0,0,0,-0.0,1
168,168,2022-09-07T00:00:00,3392.0,3435.0,3385.95,3400.35,682921,ASIANPAINT,236,3542.7,3236.7,53.48039215686278,55.22767131344099,0,0,0,0,0,0,-0.0,1
169,169,2022-09-08T00:00:00,3450.0,3484.65,3427.4,3450.15,1143090,ASIANPAINT,236,3538.5,3236.7,70.72564612326049,58.50834064481209,0,0,0,0,0,0,0.0,1
170,170,2022-09-09T00:00:00,3483.7,3483.7,3433.45,3441.85,702805,ASIANPAINT,236,3489.0,3236.7,81.31193024177563,68.50598950729965,1,0,0,0,0,0,0.0,1
171,171,2022-09-12T00:00:00,3441.85,3453.65,3423.0,3432.2,641280,ASIANPAINT,236,3489.0,3236.7,77.48711850971061,76.50823162491558,0,0,0,0,0,0,0.0,1
172,172,2022-09-13T00:00:00,3432.0,3459.0,3414.65,3422.2,776044,ASIANPAINT,236,3489.0,3236.7,73.52358303606812,77.44087726251813,0,0,0,0,0,0,-0.0,1
173,173,2022-09-14T00:00:00,3380.0,3448.5,3380.0,3438.95,816678,ASIANPAINT,236,3489.0,3236.7,80.16250495441929,77.05773550006602,1,0,0,0,0,0,0.0,1
174,174,2022-09-15T00:00:00,3440.0,3458.75,3389.1,3395.4,590182,ASIANPAINT,236,3489.0,3236.7,62.90130796670636,72.19579865239793,0,0,0,0,0,0,-0.0,1
175,175,2022-09-16T00:00:00,3412.4,3420.0,3309.55,3322.55,1598265,ASIANPAINT,236,3489.0,3236.7,34.02695204122089,59.03025498744885,0,0,0,0,0,0,-0.0,1
176,176,2022-09-19T00:00:00,3320.65,3342.1,3231.3,3316.25,1013563,ASIANPAINT,236,3489.0,3231.3,32.96468762126499,43.29764920973076,0,0,0,0,0,0,-0.0,1
177,177,2022-09-20T00:00:00,3335.6,3410.0,3334.0,3393.2,708184,ASIANPAINT,236,3489.0,3231.3,62.824990298796955,43.27220998709428,0,0,0,0,0,0,0.0,1
178,178,2022-09-21T00:00:00,3405.0,3424.9,3348.0,3356.05,605378,ASIANPAINT,236,3489.0,3231.3,48.40900271633686,48.066226878799604,0,0,0,0,0,0,0.0,1
179,179,2022-09-22T00:00:00,3356.05,3440.0,3315.65,3436.0,829396,ASIANPAINT,236,3484.65,3231.3,80.79731596605482,64.01043632706289,1,0,0,0,0,0,0.0,1
180,180,2022-09-23T00:00:00,3435.0,3437.95,3382.7,3395.25,513370,ASIANPAINT,236,3484.65,3231.3,64.71284783895791,64.6397221737832,0,0,0,0,0,0,0.0,1
181,181,2022-09-26T00:00:00,3370.0,3468.0,3354.0,3438.05,1429914,ASIANPAINT,236,3484.65,3231.3,81.6064732583383,75.70554568778368,1,0,0,0,0,0,0.0,1
182,182,2022-09-27T00:00:00,3454.85,3500.0,3431.05,3470.65,1455383,ASIANPAINT,236,3500.0,3231.3,89.07703758838858,78.46545289522827,1,0,0,0,0,0,0.0,1
183,183,2022-09-28T00:00:00,3451.0,3582.9,3420.0,3570.65,1843428,ASIANPAINT,236,3582.9,3231.3,96.51592718998863,89.06647934557184,1,1,0,0,1,0,0.0,1
184,184,2022-09-29T00:00:00,3563.45,3563.45,3372.4,3384.8,2624894,ASIANPAINT,236,3582.9,3231.3,43.657565415244605,76.41684339787395,0,0,0,0,0,0,-0.0,1
185,185,2022-09-30T00:00:00,3402.0,3411.9,3285.25,3342.45,2159720,ASIANPAINT,236,3582.9,3231.3,31.612627986348027,57.262040197193755,0,0,0,0,0,0,-0.0,1
186,186,2022-10-03T00:00:00,3348.0,3352.5,3285.75,3302.9,934543,ASIANPAINT,236,3582.9,3231.3,20.3640500568828,31.87808115282515,0,0,0,0,0,0,-0.0,1
187,187,2022-10-04T00:00:00,3330.0,3368.35,3312.05,3337.75,994382,ASIANPAINT,236,3582.9,3231.3,30.27588168373147,27.41751990898744,0,0,0,0,0,0,0.0,1
188,188,2022-10-06T00:00:00,3337.75,3366.75,3311.7,3328.95,922770,ASIANPAINT,236,3582.9,3231.3,27.77303754266202,26.137656427758767,0,0,0,0,0,0,0.0,1
189,189,2022-10-07T00:00:00,3318.0,3359.6,3287.25,3343.7,774544,ASIANPAINT,236,3582.9,3231.3,31.968145620022657,30.00568828213872,0,0,0,0,0,0,0.0,1
190,190,2022-10-10T00:00:00,3280.0,3299.0,3260.2,3277.95,734377,ASIANPAINT,236,3582.9,3260.2,5.50046482801363,21.747215996899442,0,0,1,0,0,0,-0.0,1
191,191,2022-10-11T00:00:00,3290.5,3360.0,3274.0,3298.7,1411316,ASIANPAINT,236,3582.9,3260.2,11.93058568329717,16.46639871044449,0,0,1,1,0,1,-4.53581302714732,0
192,192,2022-10-12T00:00:00,3335.0,3339.5,3206.0,3248.2,1812549,ASIANPAINT,236,3582.9,3206.0,11.196603873706502,9.542551461672439,0,0,1,1,0,1,1.6540524120340638,1
193,193,2022-10-13T00:00:00,3230.1,3258.2,3193.9,3209.0,779890,ASIANPAINT,236,3582.9,3193.9,3.881748071979411,9.002979209661033,0,0,1,1,0,1,-5.121231137681622,0
194,194,2022-10-14T00:00:00,3235.0,3246.0,3180.0,3185.5,845765,ASIANPAINT,236,3582.9,3180.0,1.3651030032266067,5.4811516496375114,0,0,1,1,0,1,-4.1160486464109045,0
195,195,2022-10-17T00:00:00,3185.5,3218.0,3170.1,3197.6,1067773,ASIANPAINT,236,3582.9,3170.1,6.6618217054263535,3.969557593544129,0,0,1,1,0,1,2.6922641118822246,1
196,196,2022-10-18T00:00:00,3218.0,3250.0,3212.0,3225.85,1015424,ASIANPAINT,236,3582.9,3170.1,13.505329457364335,7.177418055339103,0,0,1,1,0,1,6.327911402025231,1
197,197,2022-10-19T00:00:00,3242.0,3245.7,3196.35,3212.75,943543,ASIANPAINT,236,3563.45,3170.1,10.842760899961892,10.336637354250863,0,0,1,1,0,1,0.5061235457110289,1
198,198,2022-10-20T00:00:00,3198.0,3241.85,3101.8,3140.9,2284352,ASIANPAINT,236,3411.9,3101.8,12.608835859400168,12.31897540557547,0,0,1,1,0,1,0.28986045382469783,1
199,199,2022-10-21T00:00:00,3140.0,3164.75,3072.65,3092.4,1738731,ASIANPAINT,236,3368.35,3072.65,6.679066621575926,10.043554460312665,0,0,1,1,0,1,-3.364487838736739,0
200,200,2022-10-24T00:00:00,3150.0,3159.0,3116.0,3121.65,178709,ASIANPAINT,236,3368.35,3072.65,16.57084883327698,11.952917104751029,0,0,1,1,0,1,4.617931728525951,1
201,201,2022-10-25T00:00:00,3134.0,3135.0,3079.9,3084.9,1016316,ASIANPAINT,236,3366.75,3072.65,4.165249914994901,9.13838845661594,0,0,1,1,0,1,-4.973138541621039,0
202,202,2022-10-27T00:00:00,3123.0,3123.0,3033.0,3043.45,2005709,ASIANPAINT,236,3360.0,3033.0,3.195718654434195,7.977272467568697,0,0,1,1,0,1,-4.781553813134502,0
203,203,2022-10-28T00:00:00,3058.7,3071.6,3040.0,3053.4,715736,ASIANPAINT,236,3360.0,3033.0,6.2385321100917706,4.533166893173627,0,0,1,1,0,1,1.7053652169181435,1
204,204,2022-10-31T00:00:00,3082.0,3113.0,3061.05,3107.7,814364,ASIANPAINT,236,3360.0,3033.0,22.844036697247653,10.759429153924543,0,0,0,1,0,0,0.0,1
205,205,2022-11-01T00:00:00,3110.5,3164.4,3110.5,3159.4,939335,ASIANPAINT,236,3339.5,3033.0,41.23980424143559,23.440791016258345,0,0,0,0,0,0,0.0,1
206,206,2022-11-02T00:00:00,3158.0,3159.95,3122.1,3131.9,787012,ASIANPAINT,236,3258.2,3033.0,43.91651865008889,36.000119862924045,0,0,0,0,0,0,0.0,1
207,207,2022-11-03T00:00:00,3105.0,3148.75,3105.0,3141.3,563798,ASIANPAINT,236,3250.0,3033.0,49.90783410138257,45.02138566430235,0,0,0,0,0,0,0.0,1
208,208,2022-11-04T00:00:00,3148.0,3185.0,3125.9,3181.35,609757,ASIANPAINT,236,3250.0,3033.0,68.36405529953913,54.06280268367019,0,0,0,0,0,0,0.0,1
209,209,2022-11-07T00:00:00,3186.0,3198.0,3097.45,3103.55,1669943,ASIANPAINT,236,3250.0,3033.0,32.511520737327274,50.26113671274967,0,0,0,0,0,0,-0.0,1
210,210,2022-11-09T00:00:00,3146.0,3146.0,3080.0,3086.5,1391333,ASIANPAINT,236,3245.7,3033.0,25.152797367183847,42.00945780135009,0,0,0,0,0,0,-0.0,1
211,211,2022-11-10T00:00:00,3086.0,3086.0,3033.5,3045.15,1375007,ASIANPAINT,236,3241.85,3033.0,5.81757242039746,21.160630174969526,0,0,1,0,0,0,-0.0,1
212,212,2022-11-11T00:00:00,3090.7,3098.0,3048.0,3055.4,810288,ASIANPAINT,236,3198.0,3033.0,13.575757575757631,14.84870912111298,0,0,1,1,0,1,-1.2729515453553493,0
213,213,2022-11-14T00:00:00,3056.0,3077.95,3041.05,3053.2,811702,ASIANPAINT,236,3198.0,3033.0,12.242424242424132,10.545251412859741,0,0,1,1,0,1,1.6971728295643906,1
214,214,2022-11-15T00:00:00,3068.5,3095.0,3042.0,3079.3,873840,ASIANPAINT,236,3198.0,3033.0,28.060606060606172,17.959595959595976,0,0,0,1,0,0,0.0,1
215,215,2022-11-16T00:00:00,3079.3,3093.0,3051.0,3083.05,770953,ASIANPAINT,236,3198.0,3033.0,30.333333333333442,23.54545454545458,0,0,0,0,0,0,0.0,1
216,216,2022-11-17T00:00:00,3092.0,3096.55,3060.0,3071.6,706271,ASIANPAINT,236,3198.0,3033.5,23.161094224923957,27.185011206287857,0,0,0,0,0,0,-0.0,1
217,217,2022-11-18T00:00:00,3095.0,3114.85,3055.75,3095.5,1258576,ASIANPAINT,236,3198.0,3033.5,37.68996960486322,30.39479905437354,0,0,0,0,0,0,0.0,1
218,218,2022-11-21T00:00:00,3105.0,3110.35,3066.2,3095.3,612194,ASIANPAINT,236,3198.0,3033.5,37.56838905775087,32.80648429584602,0,0,0,0,0,0,0.0,1
219,219,2022-11-22T00:00:00,3104.0,3119.5,3072.3,3103.85,764079,ASIANPAINT,236,3198.0,3033.5,42.76595744680846,39.34143870314085,0,0,0,0,0,0,0.0,1
220,220,2022-11-23T00:00:00,3111.0,3114.8,3090.0,3100.8,488341,ASIANPAINT,236,3198.0,3033.5,40.91185410334358,40.4154002026343,0,0,0,0,0,0,0.0,1
221,221,2022-11-24T00:00:00,3117.95,3120.25,3092.0,3115.3,571872,ASIANPAINT,236,3198.0,3033.5,49.72644376899707,44.468085106383036,0,0,0,0,0,0,0.0,1
222,222,2022-11-25T00:00:00,3115.3,3119.8,3075.25,3108.15,898769,ASIANPAINT,236,3198.0,3033.5,45.3799392097265,45.33941236068906,0,0,0,0,0,0,0.0,1
223,223,2022-11-28T00:00:00,3108.15,3159.0,3096.7,3151.2,914689,ASIANPAINT,236,3159.0,3033.5,93.78486055776878,62.96374784549746,1,0,0,0,0,0,0.0,1
224,224,2022-11-29T00:00:00,3157.0,3169.0,3127.15,3135.05,877720,ASIANPAINT,236,3169.0,3033.5,74.9446494464946,71.3698164046633,0,0,0,0,0,0,0.0,1
225,225,2022-11-30T00:00:00,3139.9,3199.95,3133.3,3175.15,2547283,ASIANPAINT,236,3199.95,3041.05,84.39269981120215,84.37406993848852,1,1,0,0,1,0,0.0,1
226,226,2022-12-01T00:00:00,3191.0,3197.0,3161.25,3179.35,761717,ASIANPAINT,236,3199.95,3041.05,87.03587161736944,82.1244069583554,1,1,0,0,1,0,0.0,1
227,227,2022-12-02T00:00:00,3173.15,3174.3,3134.0,3143.45,932259,ASIANPAINT,236,3199.95,3042.0,64.22918645140864,78.55258595999341,0,0,0,0,0,0,-0.0,1
228,228,2022-12-05T00:00:00,3130.0,3168.7,3112.5,3156.9,926122,ASIANPAINT,236,3199.95,3051.0,71.09768378650568,74.12091395176125,0,0,0,0,0,0,-0.0,1
229,229,2022-12-06T00:00:00,3125.0,3169.0,3125.0,3161.7,958365,ASIANPAINT,236,3199.95,3055.75,73.47434119278776,69.60040381023403,0,0,0,0,0,0,0.0,1
230,230,2022-12-07T00:00:00,3180.0,3234.7,3176.4,3226.5,1832282,ASIANPAINT,236,3234.7,3055.75,95.4177144453759,79.99657980822312,1,0,0,0,0,0,0.0,1
231,231,2022-12-08T00:00:00,3230.0,3240.9,3202.65,3221.45,851312,ASIANPAINT,236,3240.9,3066.2,88.86662850601016,85.91956138139126,1,1,0,0,1,0,0.0,1
232,232,2022-12-09T00:00:00,3235.0,3242.35,3206.0,3226.95,847879,ASIANPAINT,236,3242.35,3072.3,90.94384004704492,91.74272766614365,1,1,0,0,1,0,-0.0,1
233,233,2022-12-12T00:00:00,3227.0,3230.0,3141.9,3166.35,1323816,ASIANPAINT,236,3242.35,3075.25,54.51825254338717,78.10957369881409,0,0,0,0,0,0,-0.0,1
234,234,2022-12-13T00:00:00,3185.0,3185.0,3142.65,3178.5,886601,ASIANPAINT,236,3242.35,3075.25,61.78934769599046,69.08381342880752,0,0,0,0,0,0,-0.0,1
235,235,2022-12-14T00:00:00,3179.0,3195.0,3125.0,3145.95,1103870,ASIANPAINT,236,3242.35,3075.25,42.30999401555946,52.87253141831237,0,0,0,0,0,0,-0.0,1
236,236,2022-12-15T00:00:00,3142.0,3161.2,3116.7,3130.6,799124,ASIANPAINT,236,3242.35,3096.7,23.274974253347114,42.45810532163234,0,0,0,0,0,0,-0.0,1
237,237,2022-12-16T00:00:00,3115.0,3117.0,3050.3,3055.9,1192821,ASIANPAINT,236,3242.35,3050.3,2.9159073158031332,22.833625194903238,0,0,1,0,0,0,-0.0,1
238,238,2022-12-19T00:00:00,3062.0,3088.0,3041.0,3080.95,655594,ASIANPAINT,236,3242.35,3041.0,19.841072758877495,15.343984776009245,0,0,1,1,0,1,4.4970879828682495,1
239,239,2022-12-20T00:00:00,3075.05,3088.65,3018.0,3082.15,739257,ASIANPAINT,236,3242.35,3018.0,28.593715177178566,17.116898417286396,0,0,0,1,0,0,0.0,1
240,240,2022-12-21T00:00:00,3085.0,3112.45,3050.05,3069.65,616324,ASIANPAINT,236,3242.35,3018.0,23.022063739692495,23.818950558582852,0,0,0,0,0,0,-0.0,1
241,241,2022-12-22T00:00:00,3074.0,3093.5,3038.05,3088.55,663202,ASIANPAINT,236,3242.35,3018.0,31.446400713171478,27.68739321001418,0,0,0,0,0,0,0.0,1
242,242,2022-12-23T00:00:00,3078.95,3086.85,3036.0,3057.9,1230858,ASIANPAINT,236,3242.35,3018.0,17.784711388455587,24.08439194710652,0,0,1,0,0,0,-0.0,1
243,243,2022-12-26T00:00:00,3057.9,3071.9,3028.8,3056.05,536884,ASIANPAINT,236,3242.35,3018.0,16.96010697570769,22.063739692444916,0,0,1,0,0,0,-0.0,1
244,244,2022-12-27T00:00:00,3060.0,3129.0,3056.3,3112.6,729041,ASIANPAINT,236,3242.35,3018.0,42.16625807889456,25.63702548101928,0,0,0,0,0,0,0.0,1
245,245,2022-12-28T00:00:00,3109.95,3143.8,3105.0,3123.7,972274,ASIANPAINT,236,3242.35,3018.0,47.11388455538216,35.413416536661465,0,0,0,0,0,0,0.0,1
246,246,2022-12-29T00:00:00,3101.0,3125.0,3092.55,3115.15,596265,ASIANPAINT,236,3230.0,3018.0,45.82547169811325,45.03520477746332,0,0,0,0,0,0,0.0,1
247,247,2022-12-30T00:00:00,3130.75,3130.75,3071.3,3087.9,836220,ASIANPAINT,236,3195.0,3018.0,39.491525423728866,44.143627225741426,0,0,0,0,0,0,-0.0,1
248,248,2023-01-02T00:00:00,3087.9,3087.9,3021.0,3047.25,1015990,ASIANPAINT,236,3195.0,3018.0,16.52542372881356,33.947473616885226,0,0,1,0,0,0,-0.0,1
249,249,2023-01-03T00:00:00,3047.0,3059.95,3025.0,3028.25,860367,ASIANPAINT,236,3161.2,3018.0,7.157821229050288,21.05825679386424,0,0,1,0,0,0,-0.0,1
250,250,2023-01-04T00:00:00,3035.0,3050.0,3001.55,3016.85,836382,ASIANPAINT,236,3143.8,3001.55,10.755711775043745,11.47965224430253,0,0,1,1,0,1,-0.7239404692587854,0
251,251,2023-01-05T00:00:00,3039.55,3046.6,2995.4,3004.35,1113920,ASIANPAINT,236,3143.8,2995.4,6.030997304582084,7.981510102892039,0,0,1,1,0,1,-1.9505127983099548,0
252,252,2023-01-06T00:00:00,3010.0,3023.5,2952.0,2978.4,1045526,ASIANPAINT,236,3143.8,2952.0,13.764337851929128,10.18368231051832,0,0,1,1,0,1,3.580655541410808,1
253,253,2023-01-09T00:00:00,2993.3,3017.65,2951.0,2984.15,808263,ASIANPAINT,236,3143.8,2951.0,17.193983402489657,12.329772853000291,0,0,1,1,0,1,4.864210549489366,1
254,254,2023-01-10T00:00:00,2984.15,2985.0,2952.2,2960.35,864325,ASIANPAINT,236,3143.8,2951.0,4.849585062240612,11.9359687722198,0,0,1,1,0,1,-7.086383709979188,0
255,255,2023-01-11T00:00:00,2974.9,2974.9,2935.0,2940.4,890426,ASIANPAINT,236,3143.8,2935.0,2.5862068965517655,8.209925120427345,0,0,1,1,0,1,-5.62371822387558,0
256,256,2023-01-12T00:00:00,2939.0,2939.85,2896.0,2915.95,1558620,ASIANPAINT,236,3143.8,2896.0,8.05084745762704,5.1622131388064725,0,0,1,1,0,1,2.888634318820567,1
257,257,2023-01-13T00:00:00,2925.0,2925.0,2871.75,2909.15,1507864,ASIANPAINT,236,3143.8,2871.75,13.747472891012706,8.12817574839717,0,0,1,1,0,1,5.619297142615535,1
258,258,2023-01-16T00:00:00,2925.0,2929.6,2896.0,2916.05,644073,ASIANPAINT,236,3143.8,2871.75,16.283771365557858,12.694030571399201,0,0,1,1,0,1,3.589740794158656,1
259,259,2023-01-17T00:00:00,2925.0,2944.85,2911.15,2940.9,716489,ASIANPAINT,236,3130.75,2871.75,26.698841698841733,18.910028651804097,0,0,0,1,0,0,0.0,1
260,260,2023-01-18T00:00:00,2947.95,2960.0,2929.35,2945.25,893808,ASIANPAINT,236,3130.75,2871.75,28.37837837837838,23.786997147592658,0,0,0,0,0,0,0.0,1
261,261,2023-01-19T00:00:00,2954.9,2973.6,2843.6,2866.15,2379947,ASIANPAINT,236,3087.9,2843.6,9.230454359394255,21.435891478871458,0,0,1,0,0,0,-0.0,1
262,262,2023-01-20T00:00:00,2848.0,2848.0,2781.0,2787.8,3171005,ASIANPAINT,236,3059.95,2781.0,2.437712851765616,13.348848529846085,0,0,1,1,0,1,-10.91113567808047,0
263,263,2023-01-23T00:00:00,2800.0,2800.0,2767.85,2784.45,1402260,ASIANPAINT,236,3050.0,2767.85,5.883395357079533,5.850520856079801,0,0,1,1,0,1,0.03287450099973199,1
264,264,2023-01-24T00:00:00,2795.0,2827.1,2784.45,2810.6,1061471,ASIANPAINT,236,3046.6,2767.85,15.336322869955158,7.885810359600103,0,0,1,1,0,1,7.450512510355055,1
265,265,2023-01-25T00:00:00,2810.9,2811.0,2767.1,2775.0,857953,ASIANPAINT,236,3023.5,2767.1,3.0811232449298314,8.100280490654841,0,0,1,1,0,1,-5.01915724572501,0
266,266,2023-01-27T00:00:00,2766.6,2772.85,2685.85,2722.65,1801498,ASIANPAINT,236,3017.65,2685.85,11.091018685955444,9.836154933613477,0,0,1,1,0,1,1.2548637523419668,1
267,267,2023-01-30T00:00:00,2724.0,2776.0,2696.25,2766.2,1171912,ASIANPAINT,236,2985.0,2685.85,26.859435066020353,13.677192332301876,0,0,0,1,0,0,0.0,1
268,268,2023-01-31T00:00:00,2760.0,2779.95,2718.05,2725.85,1961805,ASIANPAINT,236,2974.9,2685.85,13.838436256702984,17.26296333622626,0,0,1,1,0,1,-3.4245270795232763,0
269,269,2023-02-01T00:00:00,2749.8,2778.0,2704.8,2743.75,1176872,ASIANPAINT,236,2973.6,2685.85,20.12163336229369,20.273168228339006,0,0,0,0,0,0,-0.0,1
270,270,2023-02-02T00:00:00,2741.0,2741.0,2694.0,2705.65,1308570,ASIANPAINT,236,2973.6,2685.85,6.880973066898412,13.61368089529836,0,0,1,1,0,1,-6.732707828399948,0
271,271,2023-02-03T00:00:00,2705.65,2763.9,2700.0,2760.4,1278409,ASIANPAINT,236,2973.6,2685.85,25.90790616854915,17.63683753258042,0,0,0,1,0,0,0.0,1
272,272,2023-02-06T00:00:00,2760.4,2765.0,2718.0,2754.2,1120284,ASIANPAINT,236,2973.6,2685.85,23.753258036489978,18.84737909064585,0,0,0,1,0,0,0.0,1
273,273,2023-02-07T00:00:00,2762.0,2774.5,2748.15,2758.05,732250,ASIANPAINT,236,2973.6,2685.85,25.091225021720337,24.917463075586493,0,0,0,0,0,0,0.0,1
274,274,2023-02-08T00:00:00,2768.0,2784.0,2744.3,2765.6,811956,ASIANPAINT,236,2973.6,2685.85,27.715030408340574,25.519837822183632,0,0,0,0,0,0,0.0,1
275,275,2023-02-09T00:00:00,2781.95,2820.35,2766.15,2814.6,946372,ASIANPAINT,236,2848.0,2685.85,79.40178846746835,44.069347965843086,0,0,0,0,0,0,0.0,1
276,276,2023-02-10T00:00:00,2830.0,2830.95,2793.0,2804.6,700072,ASIANPAINT,236,2830.95,2685.85,81.84011026878021,62.98564304819638,1,0,0,0,0,0,0.0,1
277,277,2023-02-13T00:00:00,2814.5,2829.0,2780.0,2790.75,467228,ASIANPAINT,236,2830.95,2685.85,72.29496898690569,77.84562257438476,0,0,0,0,0,0,-0.0,1
278,278,2023-02-14T00:00:00,2804.75,2804.75,2765.0,2777.0,524746,ASIANPAINT,236,2830.95,2685.85,62.818745692625875,72.31794164943726,0,0,0,0,0,0,-0.0,1
279,279,2023-02-15T00:00:00,2777.0,2798.3,2754.0,2786.15,817717,ASIANPAINT,236,2830.95,2685.85,69.12474155754668,68.07948541235943,0,0,0,0,0,0,0.0,1
280,280,2023-02-16T00:00:00,2797.0,2834.35,2790.1,2805.95,788964,ASIANPAINT,236,2834.35,2694.0,79.76487353045948,70.56945359354403,0,0,0,0,0,0,0.0,1
281,281,2023-02-17T00:00:00,2802.95,2845.85,2785.5,2833.6,840526,ASIANPAINT,236,2845.85,2694.0,91.93282844912743,80.2741478457112,1,1,0,0,1,0,0.0,1
282,282,2023-02-20T00:00:00,2845.0,2852.0,2812.1,2825.55,646218,ASIANPAINT,236,2852.0,2694.0,83.25949367088619,84.98573188349104,1,1,0,0,1,0,-0.0,1
283,283,2023-02-21T00:00:00,2837.0,2838.7,2805.0,2817.1,631934,ASIANPAINT,236,2852.0,2694.0,77.91139240506324,84.3679048416923,0,1,0,0,0,0,-0.0,1
284,284,2023-02-22T00:00:00,2809.95,2813.95,2780.0,2795.95,580270,ASIANPAINT,236,2852.0,2700.0,63.12499999999988,74.76529535864977,0,0,0,0,0,0,-0.0,1
285,285,2023-02-23T00:00:00,2805.0,2805.55,2700.1,2705.95,1790570,ASIANPAINT,236,2852.0,2700.1,3.8512179065173835,48.295870103860175,0,0,1,0,0,0,-0.0,1
286,286,2023-02-24T00:00:00,2712.1,2762.0,2710.0,2738.5,1429040,ASIANPAINT,236,2852.0,2700.1,25.279789335088918,30.752002413868738,0,0,0,0,0,0,-0.0,1
287,287,2023-02-27T00:00:00,2740.4,2758.65,2725.05,2749.9,561317,ASIANPAINT,236,2852.0,2700.1,32.784726793943484,20.638578011849937,0,0,0,0,0,0,0.0,1
288,288,2023-02-28T00:00:00,2750.0,2839.0,2727.45,2828.8,1815923,ASIANPAINT,236,2852.0,2700.1,84.72679394338394,47.59710335747212,1,0,0,0,0,0,0.0,1
